survived,pclass,sex,age,sibsp,parch,fare,embarked,class,who,adult_male,deck,embark_town,alive,alone,age_fill_mean,fare_log
0,2,male,27.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,27.0,3.295836866004329
0,3,male,,0,0,7.8292,Q,Third,man,True,,Queenstown,no,True,28.0,2.17806441028492
1,3,male,22.0,0,0,7.225,C,Third,man,True,,Cherbourg,yes,True,22.0,2.1071782966514356
1,3,female,22.0,0,0,7.775,S,Third,woman,False,,Southampton,yes,True,22.0,2.1719067693519296
0,1,male,62.0,0,0,26.55,S,First,man,True,,Southampton,no,True,62.0,3.3160025355989236
1,1,female,48.0,1,0,39.6,C,First,woman,False,A,Cherbourg,yes,False,48.0,3.703768066607687
0,1,male,,0,0,227.525,C,First,man,True,,Cherbourg,no,True,28.0,5.4316456135398825
1,1,female,39.0,1,1,79.65,S,First,woman,False,E,Southampton,yes,False,39.0,4.390118804571218
1,3,female,36.0,1,0,17.4,S,Third,woman,False,,Southampton,yes,False,36.0,2.91235066461494
0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,28.0,2.169053700369523
0,3,male,40.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,40.0,2.1855792552411137
0,2,male,28.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,28.0,2.6741486494265287
0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,28.0,2.2027647577118348
0,3,female,,0,0,8.05,S,Third,woman,False,,Southampton,no,True,28.0,2.2027647577118348
0,3,male,24.0,2,0,24.15,S,Third,man,True,,Southampton,no,False,24.0,3.224857896545748
0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,19.0,2.1855792552411137
0,3,female,29.0,0,4,21.075,S,Third,woman,False,,Southampton,no,False,29.0,3.094445746490024
0,3,male,,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,28.0,2.1076888046179385
1,3,male,32.0,0,0,7.8542,S,Third,man,True,,Southampton,yes,True,32.0,2.180891922715322
1,2,male,62.0,0,0,10.5,S,Second,man,True,,Southampton,yes,True,62.0,2.4423470353692043
1,1,female,53.0,2,0,51.4792,S,First,woman,False,C,Southampton,yes,False,53.0,3.960416900617205
1,1,male,36.0,0,0,26.3875,S,First,man,True,E,Southampton,yes,True,36.0,3.3100867049215847
1,3,female,,0,0,7.75,Q,Third,woman,False,,Queenstown,yes,True,28.0,2.169053700369523
0,3,male,16.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,16.0,2.2027647577118348
0,3,male,19.0,0,0,14.5,S,Third,man,True,,Southampton,no,True,19.0,2.740840023925201
1,2,female,34.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,34.0,2.639057329615259
1,1,female,39.0,1,0,55.9,S,First,woman,False,E,Southampton,yes,False,39.0,4.041295341132285
0,3,female,,1,0,14.4583,C,Third,woman,False,,Cherbourg,no,False,28.0,2.738146075922933
1,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,32.0,2.188856327665703
1,2,female,25.0,1,1,30.0,S,Second,woman,False,,Southampton,yes,False,25.0,3.4339872044851463
1,1,female,39.0,1,1,110.8833,C,First,woman,False,C,Cherbourg,yes,False,39.0,4.717456363787216
0,2,male,54.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,54.0,3.295836866004329
0,1,male,36.0,0,0,40.125,C,First,man,True,A,Cherbourg,no,True,36.0,3.716616209085536
0,3,male,,0,0,8.7125,C,Third,man,True,,Cherbourg,no,True,28.0,2.2734137156937657
1,1,female,18.0,0,2,79.65,S,First,woman,False,E,Southampton,yes,False,18.0,4.390118804571218
0,2,male,47.0,0,0,15.0,S,Second,man,True,,Southampton,no,True,47.0,2.772588722239781
1,1,male,60.0,1,1,79.2,C,First,man,True,B,Cherbourg,yes,False,60.0,4.384523514872469
0,3,male,22.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,22.0,2.2027647577118348
0,3,male,,0,0,8.05,S,Third,man,True,,Southampton,no,True,28.0,2.2027647577118348
0,3,male,35.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,35.0,2.094945728215801
1,1,female,52.0,1,0,78.2667,C,First,woman,False,D,Cherbourg,yes,False,52.0,4.37281811610993
0,3,male,47.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,47.0,2.1102132003465894
0,3,female,,0,2,7.75,Q,Third,woman,False,,Queenstown,no,False,28.0,2.169053700369523
0,2,male,37.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,37.0,3.295836866004329
0,3,male,36.0,1,1,24.15,S,Third,man,True,,Southampton,no,False,36.0,3.224857896545748
1,2,female,,0,0,33.0,S,Second,woman,False,,Southampton,yes,True,28.0,3.5263605246161616
0,3,male,49.0,0,0,0.0,S,Third,man,True,,Southampton,no,True,49.0,0.0
0,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,28.0,2.1071782966514356
1,1,male,49.0,1,0,56.9292,C,First,man,True,A,Cherbourg,yes,False,49.0,4.0592215752427645
1,2,female,24.0,2,1,27.0,S,Second,woman,False,,Southampton,yes,False,24.0,3.332204510175204
0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,28.0,2.1855792552411137
0,1,male,,0,0,42.4,S,First,man,True,,Southampton,no,True,28.0,3.770459441106359
0,3,male,44.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,44.0,2.2027647577118348
1,1,male,35.0,0,0,26.55,C,First,man,True,,Cherbourg,yes,True,35.0,3.3160025355989236
0,3,male,36.0,1,0,15.55,S,Third,man,True,,Southampton,no,False,36.0,2.806386101823072
0,3,male,30.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,30.0,2.1855792552411137
1,1,male,27.0,0,0,30.5,S,First,man,True,,Southampton,yes,True,27.0,3.449987545831587
1,2,female,22.0,1,2,41.5792,C,Second,woman,False,,Cherbourg,yes,False,22.0,3.7513658711253766
1,1,female,40.0,0,0,153.4625,S,First,woman,False,C,Southampton,yes,True,40.0,5.039951348430309
0,3,female,39.0,1,5,31.275,S,Third,woman,False,,Southampton,no,False,39.0,3.4742929367327062
0,3,male,,0,0,7.05,S,Third,man,True,,Southampton,no,True,28.0,2.085672091430472
1,3,female,,1,0,15.5,Q,Third,woman,False,,Queenstown,yes,False,28.0,2.803360380906535
0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,28.0,2.169053700369523
0,3,male,35.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,35.0,2.2027647577118348
1,2,female,24.0,1,2,65.0,S,Second,woman,False,,Southampton,yes,False,24.0,4.189654742026425
0,3,male,34.0,1,1,14.4,S,Third,man,True,,Southampton,no,False,34.0,2.7343675094195836
0,3,female,26.0,1,0,16.1,S,Third,woman,False,,Southampton,no,False,26.0,2.8390784635086144
1,2,female,4.0,2,1,39.0,S,Second,child,False,F,Southampton,yes,False,4.0,3.6888794541139363
0,2,male,26.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,26.0,2.4423470353692043
0,3,male,27.0,1,0,14.4542,C,Third,man,True,,Cherbourg,no,False,27.0,2.737880811060884
1,1,male,42.0,1,0,52.5542,S,First,man,True,D,Southampton,yes,False,42.0,3.9806942251907276
1,3,male,20.0,1,1,15.7417,C,Third,man,True,,Cherbourg,yes,False,20.0,2.817902613071225
0,3,male,21.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,21.0,2.180891922715322
0,3,male,21.0,0,0,16.1,S,Third,man,True,,Southampton,no,True,21.0,2.8390784635086144
0,1,male,61.0,0,0,32.3208,S,First,man,True,D,Southampton,no,True,61.0,3.5061818266142577
0,2,male,57.0,0,0,12.35,Q,Second,man,True,,Queenstown,no,True,57.0,2.5915163848462583
1,1,female,21.0,0,0,77.9583,S,First,woman,False,D,Southampton,yes,True,21.0,4.368919865004903
0,3,male,26.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,26.0,2.1855792552411137
0,3,male,,0,0,7.7333,Q,Third,man,True,,Queenstown,no,True,28.0,2.167143305297764
1,1,male,80.0,0,0,30.0,S,First,man,True,A,Southampton,yes,True,80.0,3.4339872044851463
0,3,male,51.0,0,0,7.0542,S,Third,man,True,,Southampton,no,True,51.0,2.086193694502369
1,1,male,32.0,0,0,30.5,C,First,man,True,B,Cherbourg,yes,True,32.0,3.449987545831587
0,1,male,,0,0,0.0,S,First,man,True,,Southampton,no,True,28.0,0.0
0,3,female,9.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,9.0,3.3638415951183864
1,2,female,28.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,28.0,2.639057329615259
0,3,male,32.0,0,0,7.925,S,Third,man,True,,Southampton,no,True,32.0,2.188856327665703
0,2,male,31.0,1,1,26.25,S,Second,man,True,,Southampton,no,False,31.0,3.305053521109253
0,3,female,41.0,0,5,39.6875,S,Third,woman,False,,Southampton,no,False,41.0,3.705920919968788
0,3,male,,1,0,16.1,S,Third,man,True,,Southampton,no,False,28.0,2.8390784635086144
0,3,male,20.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,20.0,2.180891922715322
1,1,female,24.0,0,0,69.3,C,First,woman,False,B,Cherbourg,yes,True,24.0,4.252771798816619
0,3,female,2.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,2.0,3.3638415951183864
1,3,male,,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,28.0,4.051711901657239
1,3,female,0.75,2,1,19.2583,C,Third,child,False,,Cherbourg,yes,False,0.75,3.0085645861193133
1,1,male,48.0,1,0,76.7292,C,First,man,True,D,Cherbourg,yes,False,48.0,4.353230991152628
0,3,male,19.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,19.0,2.1855792552411137
1,1,male,56.0,0,0,35.5,C,First,man,True,A,Cherbourg,yes,True,56.0,3.597312260588446
0,3,male,,0,0,7.55,S,Third,man,True,,Southampton,no,True,28.0,2.145931282948669
1,3,female,23.0,0,0,7.55,S,Third,woman,False,,Southampton,yes,True,23.0,2.145931282948669
0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,28.0,2.1855792552411137
1,2,female,18.0,0,1,23.0,S,Second,woman,False,,Southampton,yes,False,18.0,3.1780538303479458
0,3,male,21.0,0,0,8.4333,S,Third,man,True,,Southampton,no,True,21.0,2.2442459824059346
1,3,female,,0,0,7.8292,Q,Third,woman,False,,Queenstown,yes,True,28.0,2.17806441028492
0,3,female,18.0,0,0,6.75,Q,Third,woman,False,,Queenstown,no,True,18.0,2.0476928433652555
0,2,male,24.0,2,0,73.5,S,Second,man,True,,Southampton,no,False,24.0,4.310799125385514
0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,28.0,2.1855792552411137
0,3,female,32.0,1,1,15.5,Q,Third,woman,False,,Queenstown,no,False,32.0,2.803360380906535
0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,23.0,2.639057329615259
0,1,male,58.0,0,2,113.275,C,First,man,True,D,Cherbourg,no,False,58.0,4.738607824217808
1,1,male,50.0,2,0,133.65,S,First,man,True,,Southampton,yes,False,50.0,4.902678819257608
0,3,male,40.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,40.0,2.1071782966514356
0,1,male,47.0,0,0,25.5875,S,First,man,True,E,Southampton,no,True,47.0,3.2804411805263554
0,3,male,36.0,0,0,7.4958,S,Third,man,True,,Southampton,no,True,36.0,2.139571923732859
1,3,male,20.0,1,0,7.925,S,Third,man,True,,Southampton,yes,False,20.0,2.188856327665703
0,2,male,32.0,2,0,73.5,S,Second,man,True,,Southampton,no,False,32.0,4.310799125385514
0,2,male,25.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,25.0,2.639057329615259
0,3,male,,0,0,7.775,S,Third,man,True,,Southampton,no,True,28.0,2.1719067693519296
0,3,male,43.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,43.0,2.2027647577118348
1,1,female,,1,0,52.0,S,First,woman,False,C,Southampton,yes,False,28.0,3.970291913552122
1,2,female,40.0,1,1,39.0,S,Second,woman,False,,Southampton,yes,False,40.0,3.6888794541139363
0,1,male,31.0,1,0,52.0,S,First,man,True,B,Southampton,no,False,31.0,3.970291913552122
0,2,male,70.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,70.0,2.4423470353692043
1,2,male,31.0,0,0,13.0,S,Second,man,True,,Southampton,yes,True,31.0,2.639057329615259
0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,28.0,0.0
0,3,male,18.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,18.0,2.1719067693519296
0,3,male,24.5,0,0,8.05,S,Third,man,True,,Southampton,no,True,24.5,2.2027647577118348
1,3,female,18.0,0,0,9.8417,S,Third,woman,False,,Southampton,yes,True,18.0,2.3833998102837652
0,3,female,43.0,1,6,46.9,S,Third,woman,False,,Southampton,no,False,43.0,3.8691155044168695
1,1,male,36.0,0,1,512.3292,C,First,man,True,B,Cherbourg,yes,False,36.0,6.240917354759096
0,3,female,,0,0,8.1375,Q,Third,woman,False,,Queenstown,no,True,28.0,2.212386825075897
1,1,male,27.0,0,0,76.7292,C,First,man,True,D,Cherbourg,yes,True,27.0,4.353230991152628
0,3,male,20.0,0,0,9.225,S,Third,man,True,,Southampton,no,True,20.0,2.3248357019288655
0,3,male,14.0,5,2,46.9,S,Third,child,False,,Southampton,no,False,14.0,3.8691155044168695
0,2,male,60.0,1,1,39.0,S,Second,man,True,,Southampton,no,False,60.0,3.6888794541139363
0,2,male,25.0,1,2,41.5792,C,Second,man,True,,Cherbourg,no,False,25.0,3.7513658711253766
0,3,male,14.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False,14.0,3.705920919968788
0,3,male,19.0,0,0,10.1708,S,Third,man,True,,Southampton,no,True,19.0,2.4133032309283076
0,3,male,18.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,18.0,2.174274334826008
1,1,female,15.0,0,1,211.3375,S,First,child,False,B,Southampton,yes,False,15.0,5.35817698994543
1,1,male,31.0,1,0,57.0,S,First,man,True,B,Southampton,yes,False,31.0,4.060443010546419
1,3,female,4.0,0,1,13.4167,C,Third,child,False,,Cherbourg,yes,False,4.0,2.668387256845834
1,3,male,,0,0,56.4958,S,Third,man,True,,Southampton,yes,True,28.0,4.051711901657239
0,3,male,25.0,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,25.0,2.1071782966514356
0,1,male,60.0,0,0,26.55,S,First,man,True,,Southampton,no,True,60.0,3.3160025355989236
0,2,male,52.0,0,0,13.5,S,Second,man,True,,Southampton,no,True,52.0,2.6741486494265287
0,3,male,44.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,44.0,2.2027647577118348
1,3,female,,0,0,7.7333,Q,Third,woman,False,,Queenstown,yes,True,28.0,2.167143305297764
0,1,male,49.0,1,1,110.8833,C,First,man,True,C,Cherbourg,no,False,49.0,4.717456363787216
0,3,male,42.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,42.0,2.157559320943788
1,1,female,18.0,1,0,227.525,C,First,woman,False,C,Cherbourg,yes,False,18.0,5.4316456135398825
1,1,male,35.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,35.0,3.3064287218760624
0,3,female,18.0,0,1,14.4542,C,Third,woman,False,,Cherbourg,no,False,18.0,2.737880811060884
0,3,male,25.0,0,0,7.7417,Q,Third,man,True,,Queenstown,no,True,25.0,2.1681046787623672
0,3,male,26.0,1,0,7.8542,S,Third,man,True,,Southampton,no,False,26.0,2.180891922715322
0,2,male,39.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,39.0,3.295836866004329
1,2,female,45.0,0,0,13.5,S,Second,woman,False,,Southampton,yes,True,45.0,2.6741486494265287
1,1,male,42.0,0,0,26.2875,S,First,man,True,E,Southampton,yes,True,42.0,3.3064287218760624
1,1,female,22.0,0,0,151.55,S,First,woman,False,,Southampton,yes,True,22.0,5.027492411162679
1,3,male,,1,1,15.2458,C,Third,man,True,,Cherbourg,yes,False,28.0,2.7878344138303452
1,1,female,24.0,0,0,49.5042,C,First,woman,False,C,Cherbourg,yes,True,24.0,3.922056501139853
0,1,male,,0,0,26.55,S,First,man,True,C,Southampton,no,True,28.0,3.3160025355989236
1,1,male,48.0,1,0,52.0,S,First,man,True,C,Southampton,yes,False,48.0,3.970291913552122
0,3,male,29.0,0,0,9.4833,S,Third,man,True,,Southampton,no,True,29.0,2.3497835148230464
0,2,male,52.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,52.0,2.639057329615259
0,3,male,19.0,0,0,7.65,S,Third,man,True,F,Southampton,no,True,19.0,2.157559320943788
1,1,female,38.0,0,0,227.525,C,First,woman,False,C,Cherbourg,yes,True,38.0,5.4316456135398825
1,2,female,27.0,0,0,10.5,S,Second,woman,False,E,Southampton,yes,True,27.0,2.4423470353692043
0,3,male,,0,0,15.5,Q,Third,man,True,,Queenstown,no,True,28.0,2.803360380906535
0,3,male,33.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,33.0,2.1719067693519296
1,2,female,6.0,0,1,33.0,S,Second,child,False,,Southampton,yes,False,6.0,3.5263605246161616
0,3,male,17.0,1,0,7.0542,S,Third,man,True,,Southampton,no,False,17.0,2.086193694502369
0,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,34.0,2.639057329615259
0,2,male,50.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,50.0,2.639057329615259
1,1,male,27.0,1,0,53.1,S,First,man,True,E,Southampton,yes,False,27.0,3.9908341858524357
0,3,male,20.0,0,0,8.6625,S,Third,man,True,,Southampton,no,True,20.0,2.2682524139135403
1,2,female,30.0,3,0,21.0,S,Second,woman,False,,Southampton,yes,False,30.0,3.091042453358316
1,3,female,,0,0,7.7375,Q,Third,woman,False,,Queenstown,yes,True,28.0,2.1676241075599285
0,2,male,25.0,1,0,26.0,S,Second,man,True,,Southampton,no,False,25.0,3.295836866004329
0,3,female,25.0,1,0,7.925,S,Third,woman,False,,Southampton,no,False,25.0,2.188856327665703
1,1,female,29.0,0,0,211.3375,S,First,woman,False,B,Southampton,yes,True,29.0,5.35817698994543
0,3,male,11.0,0,0,18.7875,C,Third,child,False,,Cherbourg,no,True,11.0,2.9850504252071306
0,2,male,,0,0,0.0,S,Second,man,True,,Southampton,no,True,28.0,0.0
0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,23.0,2.639057329615259
0,2,male,23.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,23.0,2.639057329615259
0,3,male,28.5,0,0,16.1,S,Third,man,True,,Southampton,no,True,28.5,2.8390784635086144
0,3,female,48.0,1,3,34.375,S,Third,woman,False,,Southampton,no,False,48.0,3.5660053559634015
1,1,male,35.0,0,0,512.3292,C,First,man,True,B,Cherbourg,yes,True,35.0,6.240917354759096
0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,28.0,2.1855792552411137
0,3,male,,0,0,7.8958,S,Third,man,True,,Southampton,no,True,28.0,2.1855792552411137
1,1,male,,0,0,30.0,S,First,man,True,D,Southampton,yes,True,28.0,3.4339872044851463
0,1,male,36.0,1,0,78.85,S,First,man,True,C,Southampton,no,False,36.0,4.380149874661021
1,1,female,21.0,2,2,262.375,C,First,woman,False,B,Cherbourg,yes,False,21.0,5.5735788721243535
0,3,male,24.0,1,0,16.1,S,Third,man,True,,Southampton,no,False,24.0,2.8390784635086144
1,3,male,31.0,0,0,7.925,S,Third,man,True,,Southampton,yes,True,31.0,2.188856327665703
0,1,male,70.0,1,1,71.0,S,First,man,True,B,Southampton,no,False,70.0,4.276666119016055
0,3,male,16.0,1,1,20.25,S,Third,man,True,,Southampton,no,False,16.0,3.056356895370426
1,2,female,30.0,0,0,13.0,S,Second,woman,False,,Southampton,yes,True,30.0,2.639057329615259
0,1,male,19.0,1,0,53.1,S,First,man,True,D,Southampton,no,False,19.0,3.9908341858524357
0,3,male,31.0,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,31.0,2.169053700369523
1,2,female,4.0,1,1,23.0,S,Second,child,False,,Southampton,yes,False,4.0,3.1780538303479458
1,3,male,6.0,0,1,12.475,S,Third,child,False,E,Southampton,yes,False,6.0,2.600836116795061
0,3,male,33.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,33.0,2.3513752571634776
0,3,male,23.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,23.0,2.1855792552411137
1,2,female,48.0,1,2,65.0,S,Second,woman,False,,Southampton,yes,False,48.0,4.189654742026425
1,2,male,0.67,1,1,14.5,S,Second,child,False,,Southampton,yes,False,0.67,2.740840023925201
0,3,male,28.0,0,0,7.7958,S,Third,man,True,,Southampton,no,True,28.0,2.174274334826008
0,2,male,18.0,0,0,11.5,S,Second,man,True,,Southampton,no,True,18.0,2.5257286443082556
0,3,male,34.0,0,0,8.05,S,Third,man,True,,Southampton,no,True,34.0,2.2027647577118348
1,1,female,33.0,0,0,86.5,S,First,woman,False,B,Southampton,yes,True,33.0,4.471638793363569
0,3,male,,0,0,14.5,S,Third,man,True,,Southampton,no,True,28.0,2.740840023925201
0,3,male,41.0,0,0,7.125,S,Third,man,True,,Southampton,no,True,41.0,2.094945728215801
1,3,male,20.0,0,0,7.2292,C,Third,man,True,,Cherbourg,yes,True,20.0,2.1076888046179385
1,1,female,36.0,1,2,120.0,S,First,woman,False,B,Southampton,yes,False,36.0,4.795790545596741
0,3,male,16.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,16.0,2.1719067693519296
1,1,female,51.0,1,0,77.9583,S,First,woman,False,D,Southampton,yes,False,51.0,4.368919865004903
0,1,male,,0,0,39.6,C,First,man,True,,Cherbourg,no,True,28.0,3.703768066607687
0,3,female,30.5,0,0,7.75,Q,Third,woman,False,,Queenstown,no,True,30.5,2.169053700369523
0,3,male,,1,0,24.15,Q,Third,man,True,,Queenstown,no,False,28.0,3.224857896545748
0,3,male,32.0,0,0,8.3625,S,Third,man,True,,Southampton,no,True,32.0,2.236712348843338
0,3,male,24.0,0,0,9.5,S,Third,man,True,,Southampton,no,True,24.0,2.3513752571634776
0,3,male,48.0,0,0,7.8542,S,Third,man,True,,Southampton,no,True,48.0,2.180891922715322
0,2,female,57.0,0,0,10.5,S,Second,woman,False,E,Southampton,no,True,57.0,2.4423470353692043
0,3,male,,0,0,7.225,C,Third,man,True,,Cherbourg,no,True,28.0,2.1071782966514356
1,2,female,54.0,1,3,23.0,S,Second,woman,False,,Southampton,yes,False,54.0,3.1780538303479458
0,3,male,18.0,0,0,7.75,S,Third,man,True,,Southampton,no,True,18.0,2.169053700369523
0,3,male,,0,0,7.75,Q,Third,man,True,F,Queenstown,no,True,28.0,2.169053700369523
1,3,female,5.0,0,0,12.475,S,Third,child,False,,Southampton,yes,True,5.0,2.600836116795061
0,3,male,,0,0,7.7375,Q,Third,man,True,,Queenstown,no,True,28.0,2.1676241075599285
1,1,female,43.0,0,1,211.3375,S,First,woman,False,B,Southampton,yes,False,43.0,5.35817698994543
1,3,female,13.0,0,0,7.2292,C,Third,child,False,,Cherbourg,yes,True,13.0,2.1076888046179385
1,1,female,17.0,1,0,57.0,S,First,woman,False,B,Southampton,yes,False,17.0,4.060443010546419
0,1,male,29.0,0,0,30.0,S,First,man,True,D,Southampton,no,True,29.0,3.4339872044851463
0,3,male,,1,2,23.45,S,Third,man,True,,Southampton,no,False,28.0,3.196630215920881
0,3,male,25.0,0,0,7.05,S,Third,man,True,,Southampton,no,True,25.0,2.085672091430472
0,3,male,25.0,0,0,7.25,S,Third,man,True,,Southampton,no,True,25.0,2.1102132003465894
1,3,female,18.0,0,0,7.4958,S,Third,woman,False,,Southampton,yes,True,18.0,2.139571923732859
0,3,male,8.0,4,1,29.125,Q,Third,child,False,,Queenstown,no,False,8.0,3.405355391810819
1,3,male,1.0,1,2,20.575,S,Third,child,False,,Southampton,yes,False,1.0,3.0715352369694915
0,1,male,46.0,0,0,79.2,C,First,man,True,B,Cherbourg,no,True,46.0,4.384523514872469
0,3,male,,0,0,7.75,Q,Third,man,True,,Queenstown,no,True,28.0,2.169053700369523
0,2,male,16.0,0,0,26.0,S,Second,man,True,,Southampton,no,True,16.0,3.295836866004329
0,3,female,,8,2,69.55,S,Third,woman,False,,Southampton,no,False,28.0,4.256321678298823
0,1,male,,0,0,30.6958,C,First,man,True,,Cherbourg,no,True,28.0,3.4561841799918147
0,3,male,25.0,0,0,7.8958,S,Third,man,True,,Southampton,no,True,25.0,2.1855792552411137
0,2,male,39.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,39.0,2.639057329615259
1,1,female,49.0,0,0,25.9292,S,First,woman,False,D,Southampton,yes,True,49.0,3.2932111997353943
1,3,female,31.0,0,0,8.6833,S,Third,woman,False,,Southampton,yes,True,31.0,2.270402752283094
0,3,male,30.0,0,0,7.2292,C,Third,man,True,,Cherbourg,no,True,30.0,2.1076888046179385
0,3,female,30.0,1,1,24.15,S,Third,woman,False,,Southampton,no,False,30.0,3.224857896545748
0,2,male,34.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,34.0,2.639057329615259
1,2,female,31.0,1,1,26.25,S,Second,woman,False,,Southampton,yes,False,31.0,3.305053521109253
1,1,male,11.0,1,2,120.0,S,First,child,False,B,Southampton,yes,False,11.0,4.795790545596741
1,3,male,0.42,0,1,8.5167,C,Third,child,False,,Cherbourg,yes,False,0.42,2.2530481500547457
1,3,male,27.0,0,0,6.975,S,Third,man,True,,Southampton,yes,True,27.0,2.076311648670908
0,3,male,31.0,0,0,7.775,S,Third,man,True,,Southampton,no,True,31.0,2.1719067693519296
0,1,male,39.0,0,0,0.0,S,First,man,True,A,Southampton,no,True,39.0,0.0
0,3,female,18.0,0,0,7.775,S,Third,woman,False,,Southampton,no,True,18.0,2.1719067693519296
0,2,male,39.0,0,0,13.0,S,Second,man,True,,Southampton,no,True,39.0,2.639057329615259
1,1,female,33.0,1,0,53.1,S,First,woman,False,E,Southampton,yes,False,33.0,3.9908341858524357
0,3,male,26.0,0,0,7.8875,S,Third,man,True,,Southampton,no,True,26.0,2.1846457951293594
0,3,male,39.0,0,0,24.15,S,Third,man,True,,Southampton,no,True,39.0,3.224857896545748
0,2,male,35.0,0,0,10.5,S,Second,man,True,,Southampton,no,True,35.0,2.4423470353692043
0,3,female,6.0,4,2,31.275,S,Third,child,False,,Southampton,no,False,6.0,3.4742929367327062
0,3,male,30.5,0,0,8.05,S,Third,man,True,,Southampton,no,True,30.5,2.2027647577118348
0,1,male,,0,0,0.0,S,First,man,True,B,Southampton,no,True,28.0,0.0
0,3,female,23.0,0,0,7.925,S,Third,woman,False,,Southampton,no,True,23.0,2.188856327665703
0,2,male,31.0,1,1,37.0042,C,Second,man,True,,Cherbourg,no,False,31.0,3.637696679934592
0,3,male,43.0,0,0,6.45,S,Third,man,True,,Southampton,no,True,43.0,2.0082140323914683
0,3,male,10.0,3,2,27.9,S,Third,child,False,,Southampton,no,False,10.0,3.3638415951183864
1,1,female,52.0,1,1,93.5,S,First,woman,False,B,Southampton,yes,False,52.0,4.548599834499697
1,3,male,27.0,0,0,8.6625,S,Third,man,True,,Southampton,yes,True,27.0,2.2682524139135403
0,1,male,38.0,0,0,0.0,S,First,man,True,,Southampton,no,True,38.0,0.0
1,3,female,27.0,0,1,12.475,S,Third,woman,False,E,Southampton,yes,False,27.0,2.600836116795061
0,3,male,2.0,4,1,39.6875,S,Third,child,False,,Southampton,no,False,2.0,3.705920919968788
0,3,male,,0,0,6.95,Q,Third,man,True,,Queenstown,no,True,28.0,2.0731719286662407
0,3,male,,0,0,56.4958,S,Third,man,True,,Southampton,no,True,28.0,4.051711901657239
1,2,male,1.0,0,2,37.0042,C,Second,child,False,,Cherbourg,yes,False,1.0,3.637696679934592
